"sku","_store","_attribute_set","_type","_category","_root_category","_product_websites","author","book_year","color","condition","cost","country_of_manufacture","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","description","edition","format","gallery","gift_message_available","has_options","image","image_label","isbn_number","is_used","manufacturer","media_gallery","meta_description","meta_keyword","meta_title","minimal_price","msrp","msrp_display_actual_price_type","msrp_enabled","name","news_from_date","news_to_date","options_container","page_layout","price","publisher","rental_return_date","rent_price","required_options","searchindex_weight","short_description","small_image","small_image_label","special_from_date","special_price","special_to_date","status","tax_class_id","thumbnail","thumbnail_label","updated_at","url_key","url_path","visibility","weight","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_group_price_website","_group_price_customer_group","_group_price_price","_media_attribute_id","_media_image","_media_lable","_media_position","_media_is_disabled"
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780729541107","","Default","simple","University of Melbourne","Default Category","base","Jackie Crisp","2012","","","","Australia","2015-08-16 7:29","","","","","","4th","Hardback","","","0","/9/7/9780729541107.jpg","","9780729541107","","","","","","","","159.95","Use config","Use config","Potter & Perry's Fundamentals of Nursing 4th Edition ","","","Block after Info Column","","129.95","Mosby","2016-7-10 0:00","60.00","0","","","/9/7/9780729541107.jpg","","","","","1","2","/9/7/9780729541107.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90066 - Foundations of Nursing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780323085496","","Default","simple","University of Melbourne","Default Category","base","Betty J. Ackley","2013","","","","Australia","2015-08-16 7:29","","","","","","10th","Paperback","","","0","/9/7/9780323085496.jpg","","9780323085496","","","","","","","","66.00","Use config","Use config","Nursing Diagnosis Handbook: An Evidence-Based Guide to Planning Care","","","Block after Info Column","","58.74","Mosby","2016-7-10 0:00","36.30","0","","","/9/7/9780323085496.jpg","","","","","1","2","/9/7/9780323085496.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780729541770","","Default","simple","University of Melbourne","Default Category","base","""Brown, Edwards, Lord Buckley, Seaton""","2014","","","","Australia","2015-08-16 7:29","","","","","","4th","Paperback","","","0","/9/7/9780729541770.jpg","","9780729541770","","","","","","","","179.95","Use config","Use config","Lewis's Medial Surgical Nursing ANZ 4th edition","","","Block after Info Column","","160.16","Elsevier","2016-7-10 0:00","","0","","","/9/7/9780729541770.jpg","","","","","1","2","/9/7/9780729541770.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780729539364","","Default","simple","University of Melbourne","Default Category","base","Anne-Katrin Eckermann","2010","","","","Australia","2015-08-16 7:29","","","","","","3rd","Paperback","","","0","/9/7/9780729539364.jpg","","9780729539364","","","","","","","","64.95","Use config","Use config","Binan Goonj: Bridging Cultures in Aboriginal Health","","","Block after Info Column","","57.81","Harcourt Publishers Group (Australia) Pty.Ltd","2016-7-10 0:00","","0","","","/9/7/9780729539364.jpg","","","","","1","2","/9/7/9780729539364.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90066 - Foundations of Nursing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780729538732","","Default","simple","University of Melbourne","Default Category","base","Megan-Jane Johnstone","2008","","","","Australia","2015-08-16 7:29","","","","","","5th","Paperback","","","0","/9/7/9780729538732.jpg","","9780729538732","","","","","","","","92.50","Use config","Use config","Bioethics: A Nursing Perspective","","","Block after Info Column","","82.33","Churchill Livingstone","2016-7-10 0:00","","0","","","/9/7/9780729538732.jpg","","","","","1","2","/9/7/9780729538732.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90066 - Foundations of Nursing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780195522242","","Default","simple","University of Melbourne","Default Category","base","Karen-Leigh Edward","2014","","","","Australia","2015-08-16 7:29","","","","","","2 Rev ed","Paperback","","","0","/9/7/9780195522242.jpg","","9780195522242","","","","","","","","124.95","Use config","Use config","Mental Health Nursing: Dimensions of Praxis","","","Block after Info Column","","106.21","OUP Australia and New Zealand","2016-7-10 0:00","68.72","0","","","/9/7/9780195522242.jpg","","","","","1","2","/9/7/9780195522242.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90066 - Foundations of Nursing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780729541756","","Default","simple","University of Melbourne","Default Category","base","McMurray & Clendon","2014","","","","Australia","2015-08-16 7:29","","","","","","5th edition","Paperback","","","0","/9/7/9780729541756.jpg","","9780729541756","","","","","","","","92.95","Use config","Use config","Community Health and Wellness: Primary Health Care in Practice","","","Block after Info Column","","82.73","Elsevier","2016-7-10 0:00","","0","","","/9/7/9780729541756.jpg","","","","","1","2","/9/7/9780729541756.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90066 - Foundations of Nursing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780470671832","","Default","simple","University of Melbourne","Default Category","base","Hugh LaFollette","2013","","","","Australia","2015-08-16 7:29","","","","","","4th edition","Paperback","","","0","/9/7/9780470671832.jpg","","9780470671832","","","","","","","","92.95","Use config","Use config","Ethics in Practice: An Anthology","","","Block after Info Column","","83.66","John Wiley & Sons Ltd","2016-7-10 0:00","45.62","0","","","/9/7/9780470671832.jpg","","","","","1","2","/9/7/9780470671832.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/PHIL20018 - Matters of Life and Death","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780195126952","","Default","simple","University of Melbourne","Default Category","base","Julia Annas","2000","","","","Australia","2015-08-16 7:29","","","","","","","Paperback","","","0","/9/7/9780195126952.jpg","","9780195126952","","","","","","","","87.95","Use config","Use config","Voices of Ancient Philosophy: An Introductory Reader","","","Block after Info Column","","74.76","Oxford University Press Inc","2016-7-10 0:00","","0","","","/9/7/9780195126952.jpg","","","","","1","2","/9/7/9780195126952.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/PHIL20040 - Greek Philosophy","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781107612235","","Default","simple","University of Melbourne","Default Category","base","Aristotle","1970","","","","Australia","2015-08-16 7:29","","","","","","2nd","Paperback","","","0","tp://www.zookal.com/skin/frontend/zookal/2013/images/catalog/product/placeholder/small_image.jpg","","9781107612235","","","","","","","","41.95","Use config","Use config","Aristotle: Nicomachean Ethics 2nd Edition","","","Block after Info Column","","34.82","Cambridge","2016-7-10 0:00","","0","","","tp://www.zookal.com/skin/frontend/zookal/2013/images/catalog/product/placeholder/small_image.jpg","","","","","1","2","tp://www.zookal.com/skin/frontend/zookal/2013/images/catalog/product/placeholder/small_image.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/PHIL20040 - Greek Philosophy","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
